month,역명,승하차구분,입지유형,식음료,패션잡화,편의점,화장품,플라워,의약업,무인프린트,밀키트,사무실,공유오피스,화상면접,입지특성
1,광흥창역,승차,비추천,0,0,100,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,광흥창역,하차,비추천,0,0,100,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,교대역,승차,일반,36,26,48,0,27,0,0,0,1,0,0,"유동인구 많음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,교대역,하차,일반,36,26,48,0,27,0,0,0,1,0,0,"유동인구 많음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,구산역,승차,비추천,0,0,157,0,0,0,0,27,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.7) , 밀키트 (1.0), 편의점(0.9) 밀키트 밀집은 특정 트랜드에 반영하는 지역이거나 1인 가구가 많은 지역일수도 있음"
1,구산역,하차,비추천,0,0,157,0,0,0,0,27,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.7) , 밀키트 (1.0), 편의점(0.9) 밀키트 밀집은 특정 트랜드에 반영하는 지역이거나 1인 가구가 많은 지역일수도 있음"
1,군자역,승차,비추천,81,13,272,81,148,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,군자역,하차,비추천,81,13,272,81,148,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,굽은다리역,승차,비추천,50,73,120,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,굽은다리역,하차,비추천,50,73,120,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,남구로역,승차,비추천,0,53,250,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,남구로역,하차,비추천,0,53,250,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,노원역,승차,추천,10,4,359,0,0,0,0,0,8,0,0,"유동인구 많음/미성년 유동인구 많음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,노원역,하차,추천,10,4,359,0,0,0,0,0,8,0,0,"유동인구 많음/미성년 유동인구 많음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,논현역,승차,비추천,51,25,298,90,0,32,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,논현역,하차,비추천,51,25,298,90,0,32,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,단대오거리역,승차,비추천,0,50,192,0,0,0,0,46,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.7) , 밀키트 (1.0), 편의점(0.9) 밀키트 밀집은 특정 트랜드에 반영하는 지역이거나 1인 가구가 많은 지역일수도 있음"
1,단대오거리역,하차,비추천,0,50,192,0,0,0,0,46,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.7) , 밀키트 (1.0), 편의점(0.9) 밀키트 밀집은 특정 트랜드에 반영하는 지역이거나 1인 가구가 많은 지역일수도 있음"
1,당고개역,승차,비추천,16,0,0,0,0,0,0,62,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.7) , 밀키트 (1.0), 편의점(0.9) 밀키트 밀집은 특정 트랜드에 반영하는 지역이거나 1인 가구가 많은 지역일수도 있음"
1,당고개역,하차,비추천,16,0,0,0,0,0,0,62,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.7) , 밀키트 (1.0), 편의점(0.9) 밀키트 밀집은 특정 트랜드에 반영하는 지역이거나 1인 가구가 많은 지역일수도 있음"
1,당산역,승차,비추천,48,113,0,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,당산역,하차,비추천,48,113,0,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,대림역,승차,일반,83,29,197,186,14,0,0,0,0,0,0,"유동인구 많음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,대림역,하차,일반,83,29,197,186,14,0,0,0,0,0,0,"유동인구 많음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,대흥역,승차,비추천,0,66,160,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,대흥역,하차,비추천,0,66,160,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,독바위역,승차,비추천,0,0,59,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,독바위역,하차,비추천,0,0,59,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,동대문역,승차,비추천,84,19,0,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,동대문역,하차,비추천,84,19,0,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,동대입구역,승차,비추천,15,0,70,0,0,0,0,0,9,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,동대입구역,하차,비추천,15,0,70,0,0,0,0,0,9,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,동묘앞역,승차,비추천,201,0,108,29,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,동묘앞역,하차,비추천,201,0,108,29,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,디지털미디어시티역,승차,비추천,45,57,139,51,0,14,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,디지털미디어시티역,하차,비추천,45,57,139,51,0,14,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,뚝섬역,승차,비추천,25,56,0,0,103,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,뚝섬역,하차,비추천,25,56,0,0,103,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,마들역,승차,비추천,38,21,185,0,14,0,15,0,0,9,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,마들역,하차,비추천,38,21,185,0,14,0,15,0,0,9,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,마포구청역,승차,비추천,0,35,166,35,0,0,0,0,7,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,마포구청역,하차,비추천,0,35,166,35,0,0,0,0,7,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,면목역,승차,비추천,141,10,293,0,0,22,0,70,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.7) , 밀키트 (1.0), 편의점(0.9) 밀키트 밀집은 특정 트랜드에 반영하는 지역이거나 1인 가구가 많은 지역일수도 있음"
1,면목역,하차,비추천,141,10,293,0,0,22,0,70,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.7) , 밀키트 (1.0), 편의점(0.9) 밀키트 밀집은 특정 트랜드에 반영하는 지역이거나 1인 가구가 많은 지역일수도 있음"
1,미아사거리역,승차,비추천,167,14,0,0,0,53,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,미아사거리역,하차,비추천,167,14,0,0,0,53,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,미아역,승차,비추천,0,0,79,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,미아역,하차,비추천,0,0,79,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,불광역,승차,비추천,57,15,30,60,0,0,38,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,불광역,하차,비추천,57,15,30,60,0,0,38,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,사가정역,승차,비추천,98,15,348,0,48,0,0,0,11,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,사가정역,하차,비추천,98,15,348,0,48,0,0,0,11,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,사당역,승차,일반,31,9,0,451,169,166,0,0,0,0,0,"유동인구 많음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,사당역,하차,일반,31,9,0,451,169,166,0,0,0,0,0,"유동인구 많음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,상계역,승차,비추천,117,10,0,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,상계역,하차,비추천,117,10,0,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,상봉역,승차,비추천,0,19,303,0,41,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,상봉역,하차,비추천,0,19,303,0,41,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,상수역,승차,비추천,0,0,216,79,71,0,0,32,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.7) , 밀키트 (1.0), 편의점(0.9) 밀키트 밀집은 특정 트랜드에 반영하는 지역이거나 1인 가구가 많은 지역일수도 있음"
1,상수역,하차,비추천,0,0,216,79,71,0,0,32,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.7) , 밀키트 (1.0), 편의점(0.9) 밀키트 밀집은 특정 트랜드에 반영하는 지역이거나 1인 가구가 많은 지역일수도 있음"
1,서대문역,승차,비추천,253,0,97,0,57,0,22,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,서대문역,하차,비추천,253,0,97,0,57,0,22,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,서초역,승차,비추천,71,36,310,0,0,135,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,서초역,하차,비추천,71,36,310,0,0,135,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
1,석계역,승차,비추천,257,24,203,0,0,0,0,0,0,0,0,"유동인구 적음/미성년 유동인구 적음/ 성인 유동인구 많음/ 노인 유동인구 적음/ 외국인 유동인구 적음/생활형 상권 - 편의점, 식음료 중심/수익 낮음/패션잡화(2.5), 식음료(1.9), 편의점(0.9) 종합생활상권이고 대중적 업종이 적절히 분포함."
